,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,1st_APPEARANCE,YEAR,DC_MV
11309,Jack Prentice (Earth-616),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,1.0,12,1945.0,1
11310,Jeff and Jock Blintz (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,12,1945.0,1
11311,Kenneth Brown (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1945.0,1
11312,Lao-Chung (Earth-616),Public Identity,Good Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,6,1945.0,1
11313,Lasco Vicenti (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,10,1945.0,1
11314,Laura Dane (Earth-616),Public Identity,Neutral Characters,None,Black Hair,Female Characters,Straight,Living Characters,1.0,6,1945.0,1
11315,Lorelei Riciardi (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Female Characters,Straight,Living Characters,1.0,6,1945.0,1
11316,Lucky Benson (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1945.0,1
11317,Luke Bowie (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,3,1945.0,1
11318,Mark Mankin (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,3,1945.0,1
11319,Marquies le Blanc (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,6,1945.0,1
11320,Martha Prentice (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Female Characters,Straight,Living Characters,1.0,12,1945.0,1
11321,Mary Simpson (Earth-616),Public Identity,Neutral Characters,None,Blond Hair,Female Characters,Straight,Living Characters,1.0,3,1945.0,1
11322,Master Megalo (Earth-616),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Deceased Characters,1.0,1,1945.0,1
11323,Nat Scott (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,3,1945.0,1
11324,Nick Bruto (Earth-616),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,3,1945.0,1
11325,Nick Finelli (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1945.0,1
11326,Noose (Earth-616),Secret Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,1.0,12,1945.0,1
11327,Paul Bonaparte (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1945.0,1
11328,Percival Lawrence (Earth-616),Public Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,1.0,6,1945.0,1
11329,Percy Walker (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,1.0,1,1945.0,1
11330,Professor Kilgory (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,6,1945.0,1
11332,Prophet of Hate (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,1,1945.0,1
11333,Rita Worth (Earth-616),Public Identity,Neutral Characters,None,Blond Hair,Female Characters,Straight,Deceased Characters,1.0,6,1945.0,1
11334,Roy Winters (Earth-616),Public Identity,Neutral Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,3,1945.0,1
11335,Rufus King (Earth-616),Public Identity,Neutral Characters,None,None,Male Characters,Straight,Deceased Characters,1.0,12,1945.0,1
11336,Scarzi Bragg (Earth-616),Public Identity,Bad Characters,None,Bald,Male Characters,Straight,Deceased Characters,1.0,6,1945.0,1
11337,Shiv (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,6,1945.0,1
11338,Sico Rudo (Earth-616),Public Identity,Bad Characters,None,Bald,Male Characters,Straight,Deceased Characters,1.0,12,1945.0,1
11339,Snowball (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,12,1945.0,1
11340,Ted Young (Earth-616),No Dual Identity,Neutral Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,12,1945.0,1
11341,Terdu (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,3,1945.0,1
11342,Thing from the Swamp (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,3,1945.0,1
11343,Tom Garrett (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,3,1945.0,1
11345,Waxy Jordan (Earth-616),No Dual Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1945.0,1
11346,White (WWII) (Earth-616),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,3,1945.0,1
11347,Yellow Claw (Japanese) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,3,1945.0,1
11348,Zako (Earth-616),No Dual Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1945.0,1
11349,Zerhu (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,1.0,1,1945.0,1
11351,Ace Maxwell (Earth-616),No Dual Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11352,Alvin Martinike (Earth-616),Secret Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11353,Am (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,1,1946.0,1
11355,Arch Murdock (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Straight,Living Characters,1.0,12,1946.0,1
11356,Arnold Ogley (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,9,1946.0,1
11357,Baxter (Earth-616),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11358,Bel Cummings (Earth-616),Secret Identity,Bad Characters,None,Bald,Male Characters,Straight,Deceased Characters,1.0,3,1946.0,1
11359,Bert and Ollie (Earth-616),No Dual Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,8,1946.0,1
11360,Black Patch (All-Winners Squad Foe) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1946.0,1
11361,Blackbeard (Criminal) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11362,Calcium Master (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,9,1946.0,1
11363,Captain Storm (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,3,1946.0,1
11364,Crooner (Earth-616),Secret Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Living Characters,1.0,7,1946.0,1
11365,Crusher (WWII era) (Earth-616),Public Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,1.0,7,1946.0,1
11366,Cyclops (Nazi) (Earth-616),Secret Identity,Bad Characters,None,Red Hair,Male Characters,Straight,Deceased Characters,1.0,5,1946.0,1
11367,Danny Grogan (Earth-616),No Dual Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11368,Doctor Feerce (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,12,1946.0,1
11370,Edmund Kenyon (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,6,1946.0,1
11371,Elena King (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Living Characters,1.0,9,1946.0,1
11372,Elmer Bright (Earth-616),No Dual Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,12,1946.0,1
11373,Ernest Parker (Earth-616),No Dual Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11374,False Face (Earth-616),Secret Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,1.0,12,1946.0,1
11375,Fencing Master (Earth-616),Secret Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Living Characters,1.0,4,1946.0,1
11376,Futura (Earth-616),Secret Identity,Neutral Characters,None,Black Hair,Female Characters,Straight,Living Characters,1.0,12,1946.0,1
11377,George Munson (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,12,1946.0,1
11378,Headless Man (Kenyon) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1946.0,1
11379,Homer Hamlen (Earth-616),No Dual Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11380,House Killer (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1946.0,1
11381,Irwin Hayes (Earth-616),Secret Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11382,Ivan the Sculptor (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,2,1946.0,1
11383,Jay Kelsey (Earth-616),No Dual Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11384,John Drake (Earth-616),No Dual Identity,Neutral Characters,None,None,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11385,John Harriman (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11386,Jonathan Ware (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,12,1946.0,1
11387,Joshua Blaine (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,11,1946.0,1
11389,Julius Aaroni (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11390,King Cole (Earth-616),Secret Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,1.0,12,1946.0,1
11391,Larry Batten (Earth-616),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11392,Lucien Dennis (Earth-616),Public Identity,Neutral Characters,None,Red Hair,Male Characters,Straight,Deceased Characters,1.0,8,1946.0,1
11393,Lucille Kennedy (Earth-616),Public Identity,Neutral Characters,None,Blond Hair,Female Characters,Straight,Living Characters,1.0,3,1946.0,1
11394,Lynch Mason (Earth-616),No Dual Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11395,Mephisto (Actor) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11396,Mona Welles (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Deceased Characters,1.0,7,1946.0,1
11397,Morla (Earth-616),Public Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Deceased Characters,1.0,9,1946.0,1
11398,Moudini (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11399,Myron Delasco (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,4,1946.0,1
11400,Ned Nestor (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,8,1946.0,1
11401,Noah Crane (Earth-616),Public Identity,Neutral Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11402,Peter Blake (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,1,1946.0,1
11403,Peter Sazlo (Earth-616),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,9,1946.0,1
11404,Queen of Crime (Earth-616),Secret Identity,Bad Characters,None,Red Hair,Female Characters,Straight,Living Characters,1.0,9,1946.0,1
11405,Raymond Cartel (Earth-616),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11406,Robe (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,2,1946.0,1
11407,Rodney Adams (Earth-616),Public Identity,Neutral Characters,None,Blond Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11408,Roger Sharmine (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1946.0,1
11409,Sardu the Mystic (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,5,1946.0,1
11410,Sensitivo (Andrew) (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,4,1946.0,1
11411,Silk Stocking Strangler (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,1.0,6,1946.0,1
11412,Simon Knell (Earth-616),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11413,Sonny Fenton (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,1.0,9,1946.0,1
11414,Spiderman (1940s) (Earth-616),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Deceased Characters,1.0,12,1946.0,1
11415,Steeley (Earth-616),Public Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,1.0,7,1946.0,1
11416,Tom Hendricks (Earth-616),No Dual Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11417,Tommy Wilkins (Earth-616),Public Identity,Neutral Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,2,1946.0,1
11418,Tony Sloan (Earth-616),No Dual Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11419,Trigger (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11420,Walt Neilson (Earth-616),No Dual Identity,Neutral Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,3,1946.0,1
11421,Whiting (Earth-616),No Dual Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,6,1946.0,1
11422,Abara and Cadabra (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,10,1947.0,1
11423,Acrobat (1940s) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,10,1947.0,1
11425,Baron Frankenstein (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,6,1947.0,1
11426,Benny Elton (Earth-616),No Dual Identity,Neutral Characters,None,Brown Hair,Male Characters,Straight,Living Characters,1.0,5,1947.0,1
11427,Black Baron (1940s) (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,5,1947.0,1
11428,Bruce Fearing (Earth-616),No Dual Identity,Neutral Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,1.0,7,1947.0,1
11429,Catman (Mental Patient) (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,1.0,1,1947.0,1
11430,Corsair (Pirate) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1947.0,1
11431,D. Mencha (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,9,1947.0,1
11432,Ed Clements (Earth-616),No Dual Identity,Neutral Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,1,1947.0,1
11433,Ed Sampson (Earth-616),No Dual Identity,Bad Characters,None,Red Hair,Male Characters,Straight,Deceased Characters,1.0,9,1947.0,1
11434,Edgar Elliot (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1947.0,1
11435,Elaine Clayton (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,1.0,9,1947.0,1
11436,Father Time (Lighthouse keeper) (Earth-616),Public Identity,Neutral Characters,None,White Hair,Male Characters,Straight,Deceased Characters,1.0,9,1947.0,1
11437,Gallery (Earth-616),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,1.0,3,1947.0,1
11438,Helen Hale (Earth-616),No Dual Identity,Neutral Characters,None,Brown Hair,Female Characters,Straight,Deceased Characters,1.0,3,1947.0,1
11439,Henry Oliver (Earth-616),Public Identity,Bad Characters,None,Orange Hair,Male Characters,Straight,Living Characters,1.0,12,1947.0,1
11440,Hillary King (Earth-616),No Dual Identity,Neutral Characters,None,Black Hair,Male Characters,Straight,Living Characters,1.0,3,1947.0,1
